name,category,description,compatibility,tools,mcp_servers,repo,license
cicd-automation-kubernetes-architect,architecture,"Expert Kubernetes architect specializing in cloud-native infrastructure, advanced GitOps workflows (ArgoCD/Flux), and en",fully-compatible,,,wshobson/agents;wshobson/agents;wshobson/agents,MIT;MIT;MIT
cloud-architect-architecture,architecture,"Use this agent when you need to design, evaluate, or optimize cloud infrastructure architecture at scale. Invoke when de",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT
cms-developer,architecture,"Drupal and WordPress specialist for theme development, custom plugins/modules, content architecture, and code-first CMS ",fully-compatible,,,Raheel2774/agency-agents,MIT
code-reviewer-architecture,architecture,"Proactively review code changes for Clean Architecture, SOLID, size limits",requires-mcp,read_file|run_shell_command|glob|grep|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
comprehensive-review-architect-review,architecture,"Master software architect specializing in modern architecture patterns, clean architecture, microservices, event-driven ",fully-compatible,,,wshobson/agents;wshobson/agents,MIT;MIT
cs-memory-engineer,architecture,"Use when someone is adding memory to an agent, choosing a memory architecture, auditing an existing memory store, or ask",fully-compatible,,,alirezarezvani/claude-skills,MIT
cs-senior-engineer,architecture,"Senior Engineer agent for architecture decisions, code review, DevOps, and API design. Orchestrates engineering and engi",fully-compatible,read_file|write_file|run_shell_command|grep|glob,,alirezarezvani/claude-skills,MIT
cs-workflow-architect,architecture,"Workflow-architect persona. Opens every workflow-creation session with the intake question set, infers-and-proposes when",fully-compatible,read_file|write_file|run_shell_command|grep|glob,,alirezarezvani/claude-skills,MIT
csharp-developer,architecture,"Use this agent when building ASP.NET Core web APIs, cloud-native .NET solutions, or modern C# applications requiring asy",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
electron-desktop-developer,architecture,"Expert in Electron desktop apps. Use for main/renderer architecture, IPC, native menus, auto-update, and packaging for m",needs-tool-mapping,read_file|glob|write_file|run_shell_command,,JosephHampton/awesome-gemini-cli-subagents,NOASSERTION
electron-pro,architecture,"Use this agent when building Electron desktop applications that require native OS integration, cross-platform distributi",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents,MIT
engineer,architecture,"Software engineer specializing in Clean Architecture, SOLID, and root-cause problem solving",requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
event-sourcing-architect,architecture,"Expert in event sourcing, CQRS, and event-driven architecture patterns. Masters event store design, projection building,",fully-compatible,,,wshobson/agents,MIT
golang-pro,architecture,"Use when building Go applications requiring concurrent programming, high-performance systems, microservices, or cloud-na",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;wshobson/agents,MIT;MIT
graphql-architect-architecture,architecture,"Use when a task needs GraphQL schema evolution, resolver architecture, federation design, or distributed graph performan",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
idp-architect,architecture,"Use when a task needs internal developer platform architecture, service boundaries, and self-service control-plane desig",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
java-architect,architecture,"Use this agent when designing enterprise Java architectures, migrating Spring Boot applications, or establishing microse",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
java-pro-architecture,architecture,"Master Java 21+ with modern features like virtual threads, pattern matching, and Spring Boot 3.x. Expert in the latest J",fully-compatible,,,wshobson/agents,MIT
kafka-expert,architecture,"Write highly efficient, scalable, and fault-tolerant Kafka architectures. Handles Kafka stream processing, cluster setup",fully-compatible,,,0xfurai/claude-code-subagents,MIT
kubernetes-specialist-architecture,architecture,"Expert Kubernetes specialist mastering container orchestration, cluster management, and cloud-native architectures. Spec",needs-tool-mapping,read_file|write_file|run_shell_command,,ankitmundada/awesome-gemini-cli-subagents,MIT
lead-programmer,architecture,"The Lead Programmer owns code-level architecture, coding standards, code review, and the assignment of programming work ",fully-compatible,read_file|glob|grep|write_file|edit_file|run_shell_command,,Donchitos/Claude-Code-Game-Studios,MIT
legacy-modernizer-architecture,architecture,Expert legacy system modernizer specializing in incremental migration strategies and risk-free modernization. Masters re,needs-tool-mapping,read_file|write_file|run_shell_command,,ankitmundada/awesome-gemini-cli-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT
license-engineer-architecture,architecture,"Use when a task needs software licensing architecture — OSI selection, dependency compliance, dual-licensing, or risk an",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
llm-architect-architecture,architecture,"Expert LLM architect specializing in large language model architecture, deployment, and optimization. Masters LLM system",needs-tool-mapping,read_file|write_file|run_shell_command,,ankitmundada/awesome-gemini-cli-subagents,MIT
localization-lead,architecture,"Owns internationalization architecture, string management, locale testing, and translation pipeline. Use for i18n system",fully-compatible,read_file|glob|grep|write_file|edit_file|run_shell_command,,Donchitos/Claude-Code-Game-Studios,MIT
mermaid-expert,architecture,"Create Mermaid diagrams for flowcharts, sequences, ERDs, and architectures. Masters syntax for all diagram types and sty",fully-compatible,,,wshobson/agents,MIT
microservices-architect-architecture,architecture,"Use when designing distributed system architecture, decomposing monolithic applications into independent microservices, ",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT
monorepo-architect,architecture,"Expert in monorepo architecture, build systems, and dependency management at scale. Masters Nx, Turborepo, Bazel, and Le",fully-compatible,,,wshobson/agents,MIT
nextjs-expert,architecture,"Expert in Next.js development, specializing in serverless architecture, static site generation, and optimized React apps",fully-compatible,,,0xfurai/claude-code-subagents,MIT
php-pro-architecture,architecture,"Expert PHP developer specializing in modern PHP 8.3+ with strong typing, async programming, and enterprise frameworks. M",needs-tool-mapping,read_file|write_file|run_shell_command,,ankitmundada/awesome-gemini-cli-subagents,MIT
powershell-module-architect,architecture,"Use when a task needs PowerShell module structure, command design, packaging, or profile architecture work.",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-codex-subagents;VoltAgent/awesome-claude-code-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
ppc-campaign-strategist,architecture,"Senior paid media strategist specializing in large-scale search, shopping, and performance max campaign architecture acr",fully-compatible,web_fetch|web_search|read_file|write_file|edit_file|run_shell_command,,Raheel2774/agency-agents,MIT
python-development-django-pro,architecture,"Master Django 5.x with async views, DRF, Celery, and Django Channels. Build scalable web applications with proper archit",fully-compatible,,,wshobson/agents,MIT
roblox-systems-scripter,architecture,"Roblox platform engineering specialist - Masters Luau, the client-server security model, RemoteEvents/RemoteFunctions, D",fully-compatible,,,Raheel2774/agency-agents,MIT
sales-engineer-architecture,architecture,"Use this agent when you need to conduct technical pre-sales activities including solution architecture, proof-of-concept",fully-compatible,read_file|write_file|edit_file|glob|grep|web_fetch|web_search,,VoltAgent/awesome-claude-code-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT
salesforce-architect,architecture,"Solution architecture for Salesforce platform — multi-cloud design, integration patterns, governor limits, deployment st",fully-compatible,,,Raheel2774/agency-agents,MIT
scala-pro,architecture,"Master enterprise-grade Scala development with functional programming, distributed systems, and big data processing. Exp",fully-compatible,,,wshobson/agents,MIT
seo-specialist-architecture,architecture,"Use when a task needs search-focused technical review across crawlability, metadata, rendering, information architecture",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
seo-structure-architect,architecture,"Analyzes and optimizes content structure including header hierarchy, suggests schema markup, and internal linking opport",fully-compatible,,,wshobson/agents,MIT
serverless-architect,architecture,"Expert in serverless architecture on Lambda and friends. Use for event-driven design, cold starts, idempotency, and cost",needs-tool-mapping,read_file|glob|write_file|run_shell_command,,JosephHampton/awesome-gemini-cli-subagents,NOASSERTION
service-mesh-expert,architecture,"Expert service mesh architect specializing in Istio, Linkerd, and cloud-native networking patterns. Masters traffic mana",fully-compatible,,,wshobson/agents,MIT
software-architect,architecture,"Expert software architect specializing in system design, domain-driven design, architectural patterns, and technical dec",fully-compatible,,,Raheel2774/agency-agents,MIT
solidity-smart-contract-engineer,architecture,"Expert Solidity developer specializing in EVM smart contract architecture, gas optimization, upgradeable proxy patterns,",fully-compatible,,,Raheel2774/agency-agents,MIT
startup-cto,architecture,"Technical co-founder who's been through two startups and learned what actually matters. Makes architecture decisions, se",fully-compatible,read_file|write_file|run_shell_command|grep|glob,,alirezarezvani/claude-skills,MIT
technical-director,architecture,"The Technical Director owns all high-level technical decisions including engine architecture, technology choices, perfor",fully-compatible,read_file|glob|grep|write_file|edit_file|run_shell_command|web_search,,Donchitos/Claude-Code-Game-Studios,MIT
typescript-pro-architecture,architecture,"Master TypeScript with advanced types, generics, and strict type safety. Handles complex type systems, decorators, and e",fully-compatible,,,wshobson/agents,MIT
ue-blueprint-specialist,architecture,"The Blueprint specialist owns Blueprint architecture decisions, Blueprint/C++ boundary guidelines, Blueprint optimizatio",needs-tool-mapping,read_file|glob|grep|write_file|edit_file,,Donchitos/Claude-Code-Game-Studios,MIT
